Program,Hubspot ID,Time Zone,Program Name,Current Cohort,Deposit Paid Date,Status,payment_status,Current Payment Status,Payment Mode,Call Status,Upfront/Non-Upfront payment,Original SSA
Step Up,215475556171,America/Chicago,Fullstack Interview Prep Fast Track Program,Self-Paced Fullstack FastTrack,14-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,PAYPAL,Onboarded,Upfront Payment,Samarth
EdgeUp Step Up,215615503015,America/Los_Angeles,EdgeUp Site Reliability Engineering & DevOps StepUp Program (with Agentic AI),Applied Agentic AI for SWEs - Early-May 2026,15-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Invalid,CLIMBCREDIT,Incomplete OB ,Upfront Payment,Nishtha
EdgeUp Step Up,215680893197,America/Chicago,EdgeUp Engineering Management StepUp Program (with Agentic AI),Applied Agentic AI for EM's - 2nd Mid-May 2,14-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,ACH_TRANSFER,Onboarded,Upfront Payment,Zeeshan
EdgeUp Step Up,9281769,America/Los_Angeles,EdgeUp 2026 Site Reliability Engineering & DevOps StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Early-May 2026,16-Apr-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Nishtha
EdgeUp Step Up,245708401,America/New_York,EdgeUp 2026 Test Engineering StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - 2nd Mid-May 2026,16-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,ACH_TRANSFER,Onboarded,Upfront Payment,Archi
New ML,377005201,America/Chicago,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd End-May 2026,15-Apr-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Disha
New ML,20262621249,America/Chicago,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd End-May 2026,15-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Anjali
EdgeUp Step Up,86710761320,America/Chicago,EdgeUp 2026 Engineering Management StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for EM's - 2nd Mid-April 2026,15-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded,Upfront Payment,Manish
Agentic SkillUp,105074976585,America/New_York,Applied Agentic AI Program,"Applied Agentic AI - Early-May 2026
",15-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,ACH_TRANSFER,Onboarded,Upfront Payment,Safoora
Paid Upgrade,165451920971,America/Los_Angeles,Engineering Management Interview Preparation Pathway,Engineering Management Interview Prep Pathway - End-April 2026,16-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,ACH_TRANSFER,Onboarded,Upfront Payment,Pragya
EdgeUp,176371246244,US/Pacific,EdgeUp 2026 Technical Program Manager LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI - Early-May 2026,15-Apr-2026,ENROLLED,Flexipay_has_time_to_pay,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,Flexipay,Sudhanshu
EdgeUp Step Up,181235457838,America/Chicago,EdgeUp 2026 Fullstack StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - 2nd Mid-August 2026,16-Apr-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Archi
EdgeUp Step Up,215073011872,America/New_York,EdgeUp 2026 Data Engineering StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Early-May 2026,16-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,PAYPAL,Onboarded,Upfront Payment,Manish
EdgeUp,215696005754,America/Los_Angeles,EdgeUp 2026 Backend LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Mid-May 2026,16-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,ACH_TRANSFER,Onboarded,Upfront Payment,Sharon
Step Up,9278243,America/New_York,Fullstack Interview Prep Fast Track Program,Self-Paced Fullstack FastTrack,16-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,ACH_TRANSFER,Onboarded,Upfront Payment,Anjali
EdgeUp Step Up,9634514,America/Los_Angeles,EdgeUp 2026 AWS Cloud Solutions Architect StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Mid-May 2026,16-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Sudhanshu
New ML,27097951,America/Los_Angeles,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd-End May 2026,16-Apr-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Sanjana
Agentic SkillUp,267196951,America/Los_Angeles,Applied Agentic AI Program for SWEs,Applied Agentic AI for SWEs - Early-May 2026,16-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,ACH_TRANSFER,Onboarded,Upfront Payment,Suraj
New ML,58478220578,America/New_York,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd End-May 2026,16-Apr-2026,ENROLLED,Flexipay_has_time_to_pay,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,VM - 4 Attempts,Flexipay,Disha
EdgeUp,62054026079,America/Los_Angeles,EdgeUp Test Engineering LevelUp Program (with Agentic AI),Applied Agentic AI for SWEs - 2nd Mid-April 2026,16-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,ACH_TRANSFER,Onboarded,Upfront Payment,Suraj
Advanced ML,202551109978,America/Los_Angeles,Advanced Machine Learning Program (with Agentic AI),Advanced Machine Learning Program - End-May 2026,16-Apr-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Sanjana
Step Up,204797998337,America/Chicago,Technical Program Manager Interview Prep Fast Track Program,Self-Paced TPM FastTrack,16-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Sanjana
EdgeUp Step Up,208884644656,America/New_York,EdgeUp Data Engineering StepUp Program (with Agentic AI),Applied Agentic AI for SWEs - Early-May 2026,16-Apr-2026,ENROLLED,Flexipay_has_time_to_pay,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,Flexipay,Archi
New ML,214156848256,America/Detroit,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd Mid-April 2026,16-Apr-2026,FULL_PAYMENT_PAID,Refunded,Refunded,CLIMBCREDIT,Onboarded,Upfront Payment,Anjali
EdgeUp,216043419023,America/New_York,EdgeUp 2026 Fullstack LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Early-May 2026,16-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,ACH_TRANSFER,Onboarded,Upfront Payment,Archi
New ML,58592151,America/New_York,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd End-May 2026,16-Apr-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Disha
EdgeUp,37998151,America/Los_Angeles,EdgeUp Technical Program Manager LevelUp Program (with Agentic AI),"Applied Agentic AI - Early-May 2026
",17-Apr-2026,REFUNDED,REFUNDED,Refunded,STRIPE_MANUAL_PAYMENT,Onboarded,Upfront Payment,Safoora
New ML,188943701,America/Los_Angeles,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd End-May 2026,17-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded,Upfront Payment,Arshia
EdgeUp Step Up,190319751,America/Los_Angeles,EdgeUp 2026 Product Manager (Tech) StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI - Early-May 2026,17-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,PAYPAL,Onboarded,Upfront Payment,Sudhanshu
EdgeUp,236748351,America/Los_Angeles,EdgeUp 2026 Technical Program Manager LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI - Early-May 2026,17-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded Via Calendly,Upfront Payment,Manish
Level Up,449652501,America/New_York,Site Reliability Engineering & DevOps Interview Prep Program,SRE Interview Prep - End-April 2026,17-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Kamal
New ML,506097051,America/New_York,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd Mid-April 2026,17-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Kamal
EdgeUp,99995102077,America/New_York,EdgeUp 2026 Engineering Manager LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for EM's - Early-July 2026,17-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Archi
EdgeUp,134600129040,America/Denver,EdgeUp 2026 Engineering Manager LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - 2nd Mid-April 2026,17-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,ACH_TRANSFER,Onboarded,Upfront Payment,Suraj
Agentic SkillUp,154666281623,America/Los_Angeles,Applied Agentic AI Program for Data Engineers,Applied Agentic AI for SWEs - 2nd Mid-April 2026,17-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded,Upfront Payment,Suraj
EdgeUp Step Up,163337218104,America/Chicago,EdgeUp 2026 Technical Program Manager StepUp Program (with Agentic AI Interview Prep),"Applied Agentic AI - Early-May 2026
",17-Apr-2026,ENROLLED_WITH_NO_DUES,Refunded,Refunded,STRIPE_CARD,Onboarded,Upfront Payment,Sudhanshu
EdgeUp Step Up,201051649835,America/Los_Angeles,EdgeUp 2026 Backend StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Mid-May 2026,17-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Invalid,CLIMBCREDIT,Incomplete OB ,Upfront Payment,Manish
EdgeUp Step Up,210390672707,America/Chicago,EdgeUp 2026 AWS Cloud Solutions Architect StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI - Early-August 2026,17-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Manish
EdgeUp,300000107012,America/Denver,EdgeUp Fullstack LevelUp Program (with Agentic AI),Applied Agentic AI for SWEs - Mid-May 2026,17-Apr-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded Via Calendly,Upfront Payment,Sudhanshu
EdgeUp,215591332009,America/Los_Angeles,EdgeUp 2026 Technical Program Manager LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI - Early-August 2026,17-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded,Upfront Payment,Sudhanshu
EdgeUp,9639104,America/Los_Angeles,EdgeUp 2026 Backend LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Mid-May 2026,18-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded,Upfront Payment,Arush
Level Up,14238408,America/Los_Angeles,Backend Engineering Interview Prep Program,Backend Interview Prep - End-April 2026,18-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded,Upfront Payment,Sanjana
EdgeUp,209509837609,America/New_York,EdgeUp 2026 Technical Program Manager LevelUp Program (with Agentic AI Interview Prep),TPM Interview Prep - End-April 2026,18-Apr-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Arush
EdgeUp,212081490528,America/Los_Angeles,EdgeUp 2026 Engineering Manager LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for EM's - 2nd Mid-May 2026,18-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,PAYPAL,Onboarded,Upfront Payment,Arush
Step Up,214115231855,America/Kentucky/Louisville,Data Engineering Interview Prep Fast Track Program,Self-Paced Data Engineering FastTrack,18-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Anjali
EdgeUp,214374330266,America/Chicago,EdgeUp 2026 Technical Program Manager LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI - Early-May 2026,19-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,ENROLLED_WITH_NO_DUES,Onboarded,Upfront Payment,Sharon
EdgeUp Step Up,216418621198,America/New_York,EdgeUp 2026 Data Science StepUp Program (with Agentic AI Interview Prep),"Applied Agentic AI for SWEs - 2nd Mid-April 2026
",19-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,ENROLLED_WITH_NO_DUES,Onboarded,Upfront Payment,Safoora
EdgeUp Step Up,216475180126,America/Los_Angeles,EdgeUp 2026 Backend StepUp Program (with Agentic AI Interview Prep),"Applied Agentic AI for SWEs - Early-May 2026
",19-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,ENROLLED_WITH_NO_DUES,Onboarded Via Calendly,Upfront Payment,Sharon
Step Up,216504388776,America/Los_Angeles,Data Science Interview Prep Fast Track Program,Self-Paced Data Science FastTrack,19-Apr-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,FULL_PAYMENT_PAID,Onboarded,Upfront Payment,Sanjana
Agentic SkillUp,14240501,America/Los_Angeles,Applied Agentic AI Program for SWEs,Applied Agentic AI for SWEs - Early-May 2026,20-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded Via Calendly,Upfront Payment,Nishtha
EdgeUp,9587841,America/Los_Angeles,EdgeUp 2026 Fullstack LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Early-May 2026,20-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded,Upfront Payment,Suraj
EdgeUp,192760883623,America/Los_Angeles,EdgeUp Machine Learning LevelUp Program (with Agentic AI),"Machine Learning Interview Prep - End-April 2026
",20-Apr-2026,REFUNDED,Refunded,Refunded,CLIMBCREDIT,Onboarded,Upfront Payment,Safoora
Agentic SkillUp,14164801,America/Denver,Applied Agentic AI Program for SWEs,Applied Agentic AI for SWEs - Early-May 2026,20-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded,Upfront Payment,Sharon
EdgeUp,189512072271,America/Vancouver,EdgeUp 2026 Technical Program Manager LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI - 2nd Mid-May 2026,20-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded,Upfront Payment,Sharon
EdgeUp Step Up,199857019965,America/New_York,EdgeUp 2026 Technical Program Manager StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Early-May 2026,20-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Zeeshan
EdgeUp Step Up,207390924927,America/Los_Angeles,EdgeUp 2026 Fullstack StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Mid-May 2026,20-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,PAYPAL,Onboarded,Upfront Payment,Suraj
EdgeUp,210563266887,America/New_York,EdgeUp 2026 Machine Learning LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI - Early-May 2026,20-Apr-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Zeeshan
EdgeUp Step Up,215096188765,America/Los_Angeles,EdgeUp 2026 AWS Cloud Solutions Architect StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for EM's - 2nd Mid-May 2026,20-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Suraj
Agentic SkillUp,216293598085,America/New_York,Applied Agentic AI Program,Applied Agentic AI for EM's - 2nd Mid-May 2026,20-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,ACH_TRANSFER,Onboarded,Upfront Payment,Zeeshan
New ML,300000109011,America/Los_Angeles,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd End-May 2026,20-Apr-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Arshia
Step Up,465579451,America/Chicago,Data Analyst & Business Analyst Interview Prep Fast Track Program,Self-Paced Data Analyst & Business Analyst FastTrack,21-Apr-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Kamal
Advanced ML,214257079948,America/New_York,Advanced Machine Learning Program (with Agentic AI),Advanced Machine Learning Program - End-May 2026,21-Apr-2026,ENROLLED,Flexipay_has_time_to_pay,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,Flexipay,Samarth
Level Up,9299404,America/Los_Angeles,Engineering Manager Interview Prep Program,Engineering Management Interview Prep - Early-May 2026,21-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Arshia
EdgeUp,209559912749,America/New_York,EdgeUp 2026 Fullstack LevelUp Program (with Agentic AI Interview Prep),Fullstack Interview Prep - End-April 2026,21-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Arush
Step Up,216591610538,America/Chicago,Technical Program Manager Interview Prep Fast Track Program,Self-Paced TPM FastTrack,21-Apr-2026,ENROLLED,Flexipay_has_time_to_pay,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,Flexipay,Pragya
EdgeUp Step Up,300000132436,America/New_York,EdgeUp Backend StepUp Program (with Agentic AI),Applied Agentic AI for SWEs - Mid-May 2026,21-Apr-2026,FULL_PAYMENT_PAID,Invalid,Invalid,CLIMBCREDIT,Invalid,Upfront Payment,Arush
EdgeUp Step Up,449886751,Canada/Eastern,EdgeUp 2026 Test Engineering StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Early-May 2026,22-Apr-2026,ENROLLED,Refunded,Flexipay Refunded,0_PERCENT_APR_FLEXIPAY,Incomplete OB ,Flexipay,Arush
EdgeUp Step Up,575827851,America/Chicago,EdgeUp 2026 AWS Cloud Solutions Architect StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for EM's - 2nd Mid-May 2026,22-Apr-2026,ENROLLED_WITH_NO_DUES,Refunded,Refunded,STRIPE_CARD,Onboarded,Upfront Payment,Archi
Advanced ML,60394972450,America/New_York,Advanced Machine Learning Program (with Agentic AI),Advanced Machine Learning Program - End-May 2026,23-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded,Upfront Payment,Ajil
EdgeUp,209020683429,America/Los_Angeles,EdgeUp Engineering Manager LevelUp Program (with Agentic AI),Applied Agentic AI for EM's - 2nd Mid-April 2026,23-Apr-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Sharon
Level Up,210900624431,Europe/Berlin,Embedded Systems Interview Prep Program,Embedded Systems Interview Prep - Early-June 2026,22-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded,Upfront Payment,Disha
EdgeUp,215626991960,America/Detroit,EdgeUp 2026 Engineering Manager LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Early-May 2026,22-Apr-2026,ENROLLED,Flexipay_has_time_to_pay,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,Flexipay,Archi
EdgeUp,215805071932,America/Los_Angeles,EdgeUp Data Engineering LevelUp Program (with Agentic AI),Applied Agentic AI for SWEs - Early-May 2026,22-Apr-2026,FULL_PAYMENT_PAID,has_paid_in_full,Invalid,CLIMBCREDIT,Incomplete OB ,Upfront Payment,Nishtha
EdgeUp Step Up,216449365314,America/Los_Angeles,EdgeUp 2026 Technical Program Manager StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI - Early-May 2026,22-Apr-2026,ENROLLED,Flexipay_has_time_to_pay,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,Flexipay,Sharon
EdgeUp Step Up,216584049270,America/New_York,EdgeUp 2026 Technical Program Manager StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI - Early-May 2026,22-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Arush
EdgeUp Step Up,216593412971,America/Chicago,EdgeUp Engineering Management StepUp Program (with Agentic AI),Applied Agentic AI for SWEs - Early-May 2026,22-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Manish
New ML,9310324,America/Los_Angeles,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd End-May 2026,23-Apr-2026,FULL_PAYMENT_PAID,Refunded,Refunded,CLIMBCREDIT,VM - 4 Attempts,Upfront Payment,Arshia
EdgeUp,20636651,America/Los_Angeles,EdgeUp 2026 Technical Program Manager LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI - 2nd Mid-May 2026,24-Apr-2026,DEPOSIT_PAID,has_dropped_out,Fully Paid,STRIPE_MANUAL_PAYMENT,VM - 4 Attempts,Non-Upfront Payment,Suraj
EdgeUp Step Up,40283201,America/New_York,EdgeUp Fullstack StepUp Program (with Agentic AI),Applied Agentic AI for SWEs - Early-May 2026,23-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,PAYPAL,Onboarded Via Calendly,Upfront Payment,Arush
EdgeUp Step Up,56981551,America/Los_Angeles,EdgeUp Technical Program Manager StepUp Program (with Agentic AI),Applied Agentic AI - Early-May 2026,23-Apr-2026,DEPOSIT_PAID,Flexipay_has_time_to_pay,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,Flexipay,Sudhanshu
Agentic SkillUp,67786554,America/Los_Angeles,Applied Agentic AI Program for SWEs,Applied Agentic AI for SWEs - Mid-June 2026,24-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,ACH_TRANSFER,Onboarded,Upfront Payment,Nishtha
EdgeUp Step Up,102178062992,America/New_York,EdgeUp 2026 Fullstack StepUp Program (with Agentic AI Interview Prep),EdgeUp StepUp Cohort,24-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Invalid,STRIPE_MANUAL_PAYMENT,Yet to Connect,Upfront Payment,SSA-1
Level Up,128764224047,America/New_York,AI for Tech Leaders,Applied Agentic AI for EM's - 2nd Mid-May 2026,24-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,ACH_TRANSFER,Onboarded,Upfront Payment,Manish
EdgeUp,185502391722,America/Chicago,EdgeUp Technical Program Manager LevelUp Program (with Agentic AI),Applied Agentic AI - 2nd Mid-May 2026,23-Apr-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded Via Calendly,Upfront Payment,Nishtha
EdgeUp Step Up,190316219978,America/New_York,EdgeUp Backend StepUp Program (with Agentic AI),Applied Agentic AI for SWEs - Early-May 2026,23-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Archi
New ML,209191498794,America/Chicago,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd Mid-April 2026,23-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded,Upfront Payment,Anwesh
EdgeUp,214458755144,America/Los_Angeles,EdgeUp Technical Program Manager LevelUp Program (with Agentic AI),Applied Agentic AI - Early-May 2026,23-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded,Upfront Payment,Suraj
Agentic pathway,215641495576,America/Chicago,Agentic AI Pathway (SWEs),DEFAULT COHORT (USA),23-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Invalid,STRIPE_CARD,Yet to Connect,Upfront Payment,SSA-1
