Program,Hubspot ID,Time Zone,Program Name,Current Cohort,Deposit Paid Date,Status,payment_status,Current Payment Status,Payment Mode,Call Status,Upfront/Non-Upfront payment,Original SSA
New ML,300000156020,America/Chicago,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd Mid-July 2026,7-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Disha
EdgeUp,300000156353,America/New_York,EdgeUp 2026 Technical Program Manager LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI - 2nd Mid-May 2026,7-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Manish
EdgeUp Step Up,92709896003,America/New_York,EdgeUp 2026 Site Reliability Engineering & DevOps StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - 2nd Mid-May 2026,7-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,ACH_TRANSFER,Onboarded,Upfront Payment,Manish
New ML,175275250693,America/Chicago,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd End-May 2026,7-May-2026,ENROLLED,Flexipay_has_time_to_pay,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,Flexipay,Anjali
Level Up,213563095461,America/New_York,Data Analyst & Business Analyst Interview Preparation Program,Data Analyst & Business Analyst Interview Prep - Mid-May 2026,7-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Disha
EdgeUp Step Up,300000162063,America/Los_Angeles,EdgeUp 2026 Engineering Management StepUp Program (with Agentic AI Interview Prep),"Applied Agentic AI for EM's - 2nd Mid-May 2026
",7-May-2026,ENROLLED,Flexipay_has_time_to_pay,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,Flexipay,Anwesh
New ML,9277592,America/New_York,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd End-May 2026,8-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded,Upfront Payment,Anjali
Step Up,150225840449,America/New_York,Technical Program Manager Interview Prep Fast Track Program,Self-Paced TPM FastTrack,8-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,PAYPAL,Onboarded,Upfront Payment,Disha
Step Up,300000154764,America/Los_Angeles,Site Reliability Engineering Interview Prep Fast Track Program,Self-Paced SRE FastTrack,8-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,ACH_TRANSFER,Onboarded,Upfront Payment,Sanjana
EdgeUp Step Up,300000161376,America/Chicago,EdgeUp 2026 Product Manager (Tech) StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI - 2nd Mid-May 2026,8-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Archi
EdgeUp Step Up,300000161816,America/Chicago,EdgeUp 2026 Frontend StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - 2nd Mid-May 2026,8-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Archi
EdgeUp Step Up,300000162713,America/New_York,EdgeUp 2026 Engineering Management StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for EM's - 2nd Mid-May 2026,8-May-2026,ENROLLED,Flexipay_has_time_to_pay,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,Flexipay,Manish
EdgeUp Step Up,300000159681,America/New_York,EdgeUp 2026 Product Manager (Tech) StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI - 2nd Mid-May 2026,8-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,RAZORPAY_MANUAL_PAYMENT,Onboarded,Upfront Payment,Manish
EdgeUp,9587718,America/Chicago,EdgeUp 2026 Fullstack LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Early-June 2026,9-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Zeeshan
EdgeUp Step Up,9300497,America/New_York,EdgeUp 2026 Fullstack StepUp Program (with Agentic AI Interview Prep),"Applied Agentic AI for SWEs - 2nd Mid-May 2026
",9-May-2026,ENROLLED,Flexipay_has_time_to_pay,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,Flexipay,Safoora
EdgeUp Step Up,75648951,America/New_York,EdgeUp 2026 Backend StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - 2nd Mid-May 2026,9-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded,Upfront Payment,Zeeshan
Step Up,184656704152,America/Los_Angeles,Machine Learning Interview Prep Fast Track Program,Machine Learning Fast Track Masterclass,9-May-2026,ENROLLED,refunded,Invalid,0_PERCENT_APR_FLEXIPAY,Yet to Connect,,SSA-1
EdgeUp Step Up,300000157947,America/New_York,EdgeUp 2026 Test Engineering StepUp Program (with Agentic AI Interview Prep),"
Applied Agentic AI for SWEs - 2nd Mid-May 2026",8-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Zeeshan
EdgeUp,447829651,America/Phoenix,EdgeUp 2026 Technical Program Manager LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI - 2nd Mid-May 2026,9-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Sharon
EdgeUp Step Up,300000108634,America/Chicago,EdgeUp 2026 Backend StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Early-June 2026,9-May-2026,ENROLLED,Flexipay_has_time_to_pay,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,Flexipay,Sharon
Level Up,39312801,America/New_York,Engineering Manager Interview Prep Program,Engineering Management Interview Prep - 2nd Mid-May 2026,10-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded,Upfront Payment,Anjali
Advanced ML,300000161546,America/Los_Angeles,Advanced Machine Learning Program (with Agentic AI),Advanced Machine Learning Program - End-May 2026,10-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Kamal
Agentic SkillUp,150608851,America/Los_Angeles,Applied Agentic AI Program for SWEs,Applied Agentic AI for SWEs - Mid-June 2026,10-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded,Upfront Payment,Nishtha
Step Up,184208066326,America/New_York,Technical Program Manager Interview Prep Fast Track Program,Self-Paced TPM FastTrack,10-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded Via Calendly,Upfront Payment,Anjali
EdgeUp Step Up,207785415181,America/New_York,EdgeUp 2026 Engineering Management StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for EM's - Early-June 2026,10-May-2026,has_paid_in_full,has_paid_in_full,Fully Paid,PAYPAL,Invalid,Upfront Payment,SSA-1
Step Up,213661547952,America/Los_Angeles,Technical Program Manager Interview Prep Fast Track Program,Self-Paced TPM FastTrack,11-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Kamal
New ML,300000161279,America/Los_Angeles,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd End-May 2026,10-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Sanjana
Agentic SkillUp,9246357,America/Los_Angeles,AI Engineering,Applied Agentic AI for SWEs - 2nd Mid-May 2026,11-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,PAYPAL,VM - 4 Attempts,Upfront Payment,Nishtha
EdgeUp Step Up,147980801,America/New_York,EdgeUp 2026 Fullstack StepUp Program (with Agentic AI Interview Prep),"Applied Agentic AI for SWEs - 2nd Mid-May 2026
",11-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,ACH_TRANSFER,Onboarded,Upfront Payment,Safoora
Agentic SkillUp,254716851,America/New_York,Applied Agentic AI Program for EM,Applied Agentic AI for EM's - Early-June 2026,11-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,ACH_TRANSFER,Onboarded,Upfront Payment,Safoora
New ML,300000160282,America/New_York,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd End-May 2026,11-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,VM - 4 Attempts,Upfront Payment,Samarth
Agentic SkillUp,300000163594,America/Denver,Applied Agentic AI Program for SWEs,Applied Agentic AI for SWEs - Early-June 2026,11-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Anwesh
Level Up,300000164012,America/New_York,Engineering Manager Interview Prep Program,Engineering Management Interview Prep - 2nd Mid-May 2026,11-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Refunded,CLIMBCREDIT,Incomplete OB ,Upfront Payment,SSA-1
New ML,300000164025,America/New_York,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd End-May 2026,11-May-2026,ENROLLED,has_time_to_pay,Fully Paid,STRIPE_MANUAL_PAYMENT,Onboarded,Non-Upfront Payment,Samarth
EdgeUp,15233662213,America/New_York,EdgeUp Engineering Manager LevelUp Program (with Agentic AI),"Applied Agentic AI for EM's - 2nd Mid-May 2026",12-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,PAYPAL,Onboarded,Upfront Payment,Safoora
EdgeUp,154103756207,America/New_York,EdgeUp 2026 Technical Program Manager LevelUp Program (with Agentic AI Interview Prep),"
Applied Agentic AI for SWEs - Mid-June 2026",12-May-2026,ENROLLED,Flexipay_has_time_to_pay,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,Flexipay,Zeeshan
EdgeUp,9290936,America/Los_Angeles,EdgeUp 2026 Security Engineering LevelUp Program (with Agentic AI Interview Prep),Security Engineering SysD Interview Prep - Early-June 2026,12-May-2026,ENROLLED,has_time_to_pay,has_time_to_pay,STRIPE_CARD,Onboarded,Non-Upfront Payment,Anwesh
Level Up,139040551,America/Chicago,Machine Learning Interview Prep Program,Machine Learning Interview Prep - End-May 2026,12-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,PAYPAL,Onboarded,Upfront Payment,Ajil
New ML,525300501,America/Los_Angeles,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd End-May 2026,12-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Arshia
EdgeUp,182323231667,America/Chicago,EdgeUp 2026 Data Analyst & Business Analyst LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI - 2nd Mid-May 2026,12-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Zeeshan
New ML,300000161247,America/Chicago,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd Mid-April 2026,12-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Ajil
AI/DS SwitchUp,300000164036,America/Chicago,AI Data Science SwitchUp Program,"AI Data Science SwitchUp - Early-June 2026",12-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Invalid,CLIMBCREDIT,Incomplete OB ,Upfront Payment,SSA-1
New ML,300000165621,America/Los_Angeles,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd End-May 2026,12-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded,Upfront Payment,Kamal
EdgeUp,186396469404,PST,EdgeUp 2026 Embedded Systems LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Early-June 2026,1-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMB CREDIT,VM - 4 Attempts,Upfront Payment,Sharon
Agentic SkillUp,9628602,America/New_York,Applied Agentic AI Program for SWEs,Applied Agentic AI for SWEs - 2nd Mid-May 2026,13-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,ACH_TRANSFER,Onboarded,Upfront Payment,Archi
EdgeUp,9558461,America/Los_Angeles,EdgeUp 2026 Backend LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - 2nd Mid-May 2026,13-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_MANUAL_PAYMENT,Onboarded,Upfront Payment,Sharon
EdgeUp Step Up,9548402,America/Los_Angeles,EdgeUp 2026 Engineering Management StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for EM's - 2nd Mid-August 2026,13-May-2026,ENROLLED,has_time_to_pay,Fully Paid,STRIPE_MANUAL_PAYMENT,Onboarded,Upfront Payment,Sharon
Agentic SkillUp,25346651,America/Chicago,Applied Agentic AI Program for Data Engineers,Applied Agentic AI for SWEs - 2nd Mid-May 2026,13-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,ACH_TRANSFER,Onboarded,Upfront Payment,Manish
Level Up,68226801,America/New_York,Backend Engineering Interview Prep Program,Backend Interview Prep - End-May 2026,13-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,ACH_TRANSFER,Onboarded,Upfront Payment,Ajil
New ML,73980551,America/Los_Angeles,Machine Learning Program (with Agentic AI),Machine Learning Program - Mid-December 2025,13-May-2026,ENROLLED,refunded,Invalid,0_PERCENT_APR_FLEXIPAY,Yet to Connect,,SSA-1
EdgeUp Step Up,14238378,America/Los_Angeles,EdgeUp Engineering Management StepUp Program (with Agentic AI),Applied Agentic AI for EM's - Early-June 2026,13-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,ACH_TRANSFER,Onboarded,Upfront Payment,Nishtha
Level Up,193695694693,America/New_York,Data Analyst & Business Analyst Interview Preparation Program,Data Analyst & Business Analyst Interview Prep - Mid-May 2026,13-May-2026,DEPOSIT_PAID,Dispute lost,Dispute Lost,STRIPE_CARD,Incomplete OB ,Non-Upfront Payment,Ajil
EdgeUp Step Up,300000164344,America/Los_Angeles,EdgeUp Engineering Management StepUp Program (with Agentic AI),Applied Agentic AI for EM's - Early-June 2026,13-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,ACH_TRANSFER,Onboarded,Upfront Payment,Nishtha
EdgeUp Step Up,300000166371,America/Chicago,EdgeUp 2026 Backend StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Early-June 2026,13-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded,Upfront Payment,Archi
Step Up,468020151,America/Chicago,Data Science Interview Prep Fast Track Program,Self-Paced Data Science FastTrack,14-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Disha
EdgeUp,23265291278,America/Chicago,EdgeUp 2026 Engineering Manager LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for EM's - 2nd Mid-May 2026,14-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_MANUAL_PAYMENT,Onboarded Via Calendly,Upfront Payment,Manish
Step Up,136189137283,America/New_York,AWS Cloud Solution Architect Interview Prep Fast Track Program,	Self-Paced Cloud FastTrack,14-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Anjali
New ML,202142258101,America/Chicago,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd End-May 2026,14-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Disha
Step Up,216083271195,America/New_York,Technical Program Manager Interview Prep Fast Track Program,Self-Paced TPM FastTrack,14-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,ACH_TRANSFER,Onboarded,Upfront Payment,Ajil
EdgeUp Step Up,300000156250,America/New_York,EdgeUp 2026 Technical Program Manager StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI - Early-June 2026,14-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,PAYPAL,Onboarded,Upfront Payment,Archi
EdgeUp Step Up,300000163582,America/Los_Angeles,EdgeUp Technical Program Manager StepUp Program (with Agentic AI),Applied Agentic AI - 2nd Mid-May 2026,14-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded,Upfront Payment,Sharon
EdgeUp,14237758,America/New_York,EdgeUp Backend LevelUp Program (with Agentic AI),Applied Agentic AI for SWEs - 2nd Mid-May 2026,14-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,ACH_TRANSFER,Onboarded,Upfront Payment,Manish
EdgeUp Step Up,9306205,America/New_York,EdgeUp Test Engineering StepUp Program (with Agentic AI),Applied Agentic AI for SWEs - Early-June 2026,14-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,PAYPAL,Onboarded,Upfront Payment,Manish
EdgeUp,168275651,America/New_York,EdgeUp 2026 Engineering Manager LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for EM's - Early-June 2026,14-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,VM - 4 Attempts,Upfront Payment,Archi
Step Up,155138033682,America/Los_Angeles,Technical Program Manager Interview Prep Fast Track Program,Self-Paced TPM FastTrack,14-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,ACH_TRANSFER,Onboarded,Upfront Payment,Sanjana
EdgeUp,300000163844,America/New_York,EdgeUp 2026 Backend LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Mid-July 2026,14-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Archi
Step Up,300000166423,,Engineering Management Interview Prep Fast Track Program,Self-Paced Engineering Management FastTrack,14-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,VM - 4 Attempts,Upfront Payment,Sanjana
EdgeUp,300000166930,America/Chicago,EdgeUp Backend LevelUp Program (with Agentic AI),Applied Agentic AI for SWEs - 2nd Mid-May 2026,15-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Suraj
EdgeUp Step Up,9295153,America/Los_Angeles,EdgeUp 2026 Technical Program Manager StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI - 2nd Mid-May 2026,15-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,PAYPAL,Onboarded,Upfront Payment,Sudhanshu
Paid Upgrade,306306651,America/Denver,Fullstack Interview Preparation Pathway,Fullstack Interview Prep Pathway - Mid-May 2026,15-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Arshia
Level Up,427943901,America/New_York,Early Engineering Interview Prep Program,Early Engineering - End-May 2026,15-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Invalid,CLIMBCREDIT,Invalid,Upfront Payment,SSA-1
New ML,498953101,America/Phoenix,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd End-May 2026,15-May-2026,ENROLLED,Flexipay_has_time_to_pay,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,Flexipay,Sanjana
Agentic SkillUp,108141752710,America/Chicago,Applied Agentic AI Program for PM/TPM,Applied Agentic AI for EM's - Early-June 2026,15-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,ACH_TRANSFER,Onboarded,Upfront Payment,Manish
EdgeUp Step Up,151707299880,America/Los_Angeles,EdgeUp 2026 Data Engineering StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Early-June 2026,15-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_MANUAL_PAYMENT,Onboarded Via Calendly,Upfront Payment,Suraj
Agentic SkillUp,182718173023,America/New_York,Applied Agentic AI Program for SWEs,Applied Agentic AI for SWEs - 2nd Mid-May 2026,15-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded,Upfront Payment,Manish
EdgeUp Step Up,300000166337,America/Phoenix,EdgeUp 2026 Data Engineering StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - 2nd Mid-May 2026,15-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_MANUAL_PAYMENT,Onboarded,Upfront Payment,Suraj
EdgeUp,300000166859,America/Chicago,EdgeUp 2026 Product Manager (Tech) LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI - Early-June 2026,15-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,PAYPAL,Onboarded,Upfront Payment,Archi
Agentic SkillUp,9263233,America/Los_Angeles,Applied Agentic AI Program for SWEs,Applied Agentic AI for SWEs - 2nd Mid-May 2026,15-May-2026,DEPOSIT_PAID,has_dropped_out,Fully Paid,STRIPE_MANUAL_PAYMENT,Onboarded,Upfront Payment,Suraj
EdgeUp Step Up,9591177,America/New_York,EdgeUp 2026 Fullstack StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Early-June 2026,15-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,PAYPAL,Onboarded,Upfront Payment,Manish
EdgeUp Step Up,210228501,America/Los_Angeles,EdgeUp Backend StepUp Program (with Agentic AI),Applied Agentic AI for SWEs - Early-June 2026,15-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,VM - 6 Attempts,Upfront Payment,Anwesh
EdgeUp Step Up,6779621041,America/Los_Angeles,EdgeUp 2026 Backend StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Early-June 2026,15-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,ACH_TRANSFER,Onboarded,Upfront Payment,Anwesh
Level Up,300000156303,America/New_York,Data Analyst & Business Analyst Interview Preparation Program,Data Analyst & Business Analyst Interview Prep - Early-June 2026,15-May-2026,DEPOSIT_PAID,has_dropped_out,has_time_to_pay,STRIPE_CARD,Onboarded,Non-Upfront Payment,Ajil
New ML,121391493265,America/Chicago,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd End-May 2026,15-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Arshia
EdgeUp Step Up,300000164230,America/Los_Angeles,EdgeUp 2026 Engineering Management StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for EM's - Early-June 2026,15-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Invalid,CLIMBCREDIT,Callback Requested,Upfront Payment,SSA-1
EdgeUp,300000166339,America/Chicago,EdgeUp 2026 Engineering Manager LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for EM's - 2nd Mid-May 2026,15-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded,Upfront Payment,Anwesh
EdgeUp Step Up,300000167594,America/New_York,EdgeUp Product Manager (Tech) StepUp Program (with Agentic AI),Applied Agentic AI - Early-June 2026,15-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,PAYPAL,Incomplete OB ,Upfront Payment,Manish
Fast Track ML,9299331,America/Los_Angeles,Fast Track Machine Learning Program,Self-Paced Machine Learning FastTrack,15-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,VM - 4 Attempts,Upfront Payment,Arshia
EdgeUp Step Up,511636551,America/New_York,EdgeUp 2026 iOS StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Mid-June 2026,16-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Zeeshan
EdgeUp Step Up,300000156966,America/Los_Angeles,EdgeUp 2026 Technical Program Manager StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI - 2nd Mid-May 2026,15-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Sudhanshu
EdgeUp Step Up,42564401,America/New_York,EdgeUp Backend StepUp Program (with Agentic AI),Applied Agentic AI for SWEs - 2nd Mid-May 2026,16-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Zeeshan
Agentic SkillUp,211348503057,America/New_York,Applied Agentic AI Program for SWEs,Applied Agentic AI for SWEs - Early-June 2026,17-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Manish
EdgeUp,9252826,America/Los_Angeles,EdgeUp 2026 Backend LevelUp Program (with Agentic AI Interview Prep),Backend Interview Prep - Early-June 2026,17-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded,Upfront Payment,Anwesh
EdgeUp,176450851,America/Los_Angeles,EdgeUp 2026 Technical Program Manager LevelUp Program (with Agentic AI Interview Prep),TPM Interview Prep - Early-June 2026,17-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Refunded,CLIMBCREDIT,Onboarded,Upfront Payment,Anwesh
New ML,300000155447,America/New_York,Machine Learning Program (with Agentic AI),,17-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,VM - 4 Attempts,Upfront Payment,Pragya
EdgeUp,300000168045,America/Los_Angeles,EdgeUp Data Engineering LevelUp Program (with Agentic AI),Data Engineering Interview Prep - End-May 2026,17-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Refunded,CLIMBCREDIT,Onboarded,Upfront Payment,Anwesh
EdgeUp,252489251,America/New_York,EdgeUp 2026 Product Manager (Tech) LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI - Early-June 2026,18-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,PAYPAL,Onboarded,Upfront Payment,Archi
New ML,503256051,America/New_York,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd End-May 2026,18-May-2026,ENROLLED,Flexipay_has_time_to_pay,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded Via Calendly,Flexipay,Anjali
EdgeUp,474315651,America/New_York,EdgeUp 2026 Data Engineering LevelUp Program (with Agentic AI Interview Prep),"Applied Agentic AI for SWEs - Early-June 2026",18-May-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Safoora
EdgeUp,453771411,America/New_York,EdgeUp 2026 Machine Learning LevelUp Program (with Agentic AI Interview Prep),Machine Learning Interview Prep - End-May 2026,18-May-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded,Upfront Payment,Zeeshan
